08/10/2019;	04:29:57000;	1535861.625;	1535861.625;	1535861.625;	1359168.500;	1359168.500;	1359168.500;	1299505.875;	1299505.875;	1299505.875;	4194536.000;	4194536.000;	4194536.000;	
08/10/2019;	04:44:57000;	1547700.875;	1547700.875;	1547700.875;	1369150.875;	1369150.875;	1369150.875;	1309462.125;	1309462.125;	1309462.125;	4226314.000;	4226314.000;	4226314.000;	
08/10/2019;	04:59:57000;	1559977.875;	1559977.875;	1559977.875;	1379891.125;	1379891.125;	1379891.125;	1319986.375;	1319986.375;	1319986.375;	4259855.500;	4259855.500;	4259855.500;	
08/10/2019;	05:14:57000;	1572331.875;	1572331.875;	1572331.875;	1390692.250;	1390692.250;	1390692.250;	1330622.500;	1330622.500;	1330622.500;	4293646.500;	4293646.500;	4293646.500;	
08/10/2019;	05:29:57000;	1584963.375;	1584963.375;	1584963.375;	1401820.625;	1401820.625;	1401820.625;	1341717.125;	1341717.125;	1341717.125;	4328501.000;	4328501.000;	4328501.000;	
08/10/2019;	05:44:57000;	1598387.625;	1598387.625;	1598387.625;	1413222.375;	1413222.375;	1413222.375;	1353259.875;	1353259.875;	1353259.875;	4364870.000;	4364870.000;	4364870.000;	
08/10/2019;	05:59:57000;	1612614.750;	1612614.750;	1612614.750;	1425455.750;	1425455.750;	1425455.750;	1365341.625;	1365341.625;	1365341.625;	4403412.000;	4403412.000;	4403412.000;	
08/10/2019;	06:14:57000;	1627715.500;	1627715.500;	1627715.500;	1438480.125;	1438480.125;	1438480.125;	1377914.625;	1377914.625;	1377914.625;	4444110.000;	4444110.000;	4444110.000;	
08/10/2019;	06:29:57000;	1642944.250;	1642944.250;	1642944.250;	1451374.750;	1451374.750;	1451374.750;	1390356.125;	1390356.125;	1390356.125;	4484675.000;	4484675.000;	4484675.000;	
08/10/2019;	06:44:57000;	1657404.500;	1657404.500;	1657404.500;	1464342.000;	1464342.000;	1464342.000;	1402429.250;	1402429.250;	1402429.250;	4524176.000;	4524176.000;	4524176.000;	
08/10/2019;	06:59:57000;	1673065.875;	1673065.875;	1673065.875;	1478469.000;	1478469.000;	1478469.000;	1415678.000;	1415678.000;	1415678.000;	4567213.000;	4567213.000;	4567213.000;	
08/10/2019;	07:14:57000;	1690305.000;	1690305.000;	1690305.000;	1494324.875;	1494324.875;	1494324.875;	1430224.875;	1430224.875;	1430224.875;	4614855.000;	4614855.000;	4614855.000;	
08/10/2019;	07:29:57000;	1708507.000;	1708507.000;	1708507.000;	1511354.875;	1511354.875;	1511354.875;	1445748.125;	1445748.125;	1445748.125;	4665610.000;	4665610.000;	4665610.000;	
08/10/2019;	07:44:57000;	1729063.500;	1729063.500;	1729063.500;	1529996.250;	1529996.250;	1529996.250;	1463199.125;	1463199.125;	1463199.125;	4722259.000;	4722259.000;	4722259.000;	
08/10/2019;	07:59:57000;	1749773.750;	1749773.750;	1749773.750;	1548777.250;	1548777.250;	1548777.250;	1481166.375;	1481166.375;	1481166.375;	4779717.500;	4779717.500;	4779717.500;	
08/10/2019;	08:14:57000;	1770335.875;	1770335.875;	1770335.875;	1567955.875;	1567955.875;	1567955.875;	1498997.875;	1498997.875;	1498997.875;	4837289.500;	4837289.500;	4837289.500;	
08/10/2019;	08:29:57000;	1790709.625;	1790709.625;	1790709.625;	1586547.875;	1586547.875;	1586547.875;	1516391.250;	1516391.250;	1516391.250;	4893649.000;	4893649.000;	4893649.000;	
08/10/2019;	08:44:57000;	1811919.000;	1811919.000;	1811919.000;	1606125.125;	1606125.125;	1606125.125;	1534724.125;	1534724.125;	1534724.125;	4952768.000;	4952768.000;	4952768.000;	
08/10/2019;	08:59:57000;	1833371.375;	1833371.375;	1833371.375;	1625657.625;	1625657.625;	1625657.625;	1553322.250;	1553322.250;	1553322.250;	5012351.000;	5012351.000;	5012351.000;	
08/10/2019;	09:14:57000;	1854247.875;	1854247.875;	1854247.875;	1644929.250;	1644929.250;	1644929.250;	1571160.250;	1571160.250;	1571160.250;	5070337.500;	5070337.500;	5070337.500;	
08/10/2019;	09:29:57000;	1875064.750;	1875064.750;	1875064.750;	1664434.250;	1664434.250;	1664434.250;	1588888.375;	1588888.375;	1588888.375;	5128387.500;	5128387.500;	5128387.500;	
08/10/2019;	09:44:57000;	1896066.500;	1896066.500;	1896066.500;	1683961.250;	1683961.250;	1683961.250;	1606520.500;	1606520.500;	1606520.500;	5186548.000;	5186548.000;	5186548.000;	
